,US S&P 500
2006-07-31,136.6318846917469
2006-08-01,136.059203591303
2006-08-02,136.81935913165185
2006-08-03,137.00022000240247
2006-08-04,136.89129856755488
2006-08-07,136.55751578146067
2006-08-08,136.0917315538783
2006-08-09,135.49219126441994
2006-08-10,135.9512269520489
2006-08-11,135.5127068258782
2006-08-14,135.7220465352321
2006-08-15,137.44548866852654
2006-08-16,138.51634698832908
2006-08-17,138.80073046196452
2006-08-18,139.21886999747605
2006-08-21,138.87455948905455
2006-08-22,138.85984767195617
2006-08-23,138.2092884204502
2006-08-24,138.44791679320178
2006-08-25,138.45668989514118
2006-08-28,139.09213241715153
2006-08-29,139.34992664337068
2006-08-30,139.27285831710307
2006-08-31,139.16690623983501
2006-09-01,139.97727091743698
2006-09-04,139.97727091743698
2006-09-05,140.2144146113988
2006-09-06,138.80977350550208
2006-09-07,138.15192583084647
2006-09-08,138.64983310860694
2006-09-11,138.743772784758
2006-09-12,139.99508706291394
2006-09-13,140.6025906295173
2006-09-14,140.41943525518252
2006-09-15,140.7798072886931
2006-09-18,140.94825084592946
2006-09-19,140.610014023466
2006-09-20,141.2808188948321
2006-09-21,140.53739973356764
2006-09-22,140.12803329999554
2006-09-25,141.3375066304405
2006-09-26,142.35977546257868
2006-09-27,142.48192403573486
2006-09-28,142.54954440606772
2006-09-29,142.2603019836658
2006-10-02,141.8009963544387
2006-10-03,142.12047223583178
2006-10-04,143.60258658039334
2006-10-05,144.01721687512904
2006-10-06,143.76279691888658
2006-10-09,143.73161866430195
2006-10-10,144.01262786796076
2006-10-11,143.61527383550566
2006-10-12,144.89898110543783
2006-10-13,145.2509849494062
2006-10-16,145.54198199219596
2006-10-17,145.10724104839915
2006-10-18,145.1570452732551
2006-10-19,145.2871571235563
2006-10-20,145.41079037550224
2006-10-23,146.19645539687488
2006-10-24,146.3472177794334
2006-10-25,146.72351636723394
2006-10-26,147.3739406479408
2006-10-27,146.39999136186884
2006-10-30,146.2713641903574
2006-10-31,146.08996343641053
2006-11-01,145.24747570863045
2006-11-02,145.03503167089798
2006-11-03,144.78938481659495
2006-11-06,146.3697579028777
2006-11-07,146.74835099426238
2006-11-08,146.9867094254158
2006-11-09,146.304432036129
2006-11-10,146.44547652115463
2006-11-13,146.8537631883342
2006-11-14,147.73714706823176
2006-11-15,148.22115235368827
2006-11-16,148.4240134646869
2006-11-17,148.54089817667946
2006-11-20,148.50634565211814
2006-11-21,148.63443294043333
2006-11-22,148.98171280643433
2006-11-23,148.98171280643433
2006-11-24,148.43710563219645
2006-11-27,146.33817473589588
2006-11-28,146.87630331177849
2006-11-29,148.2176431129125
2006-11-30,148.34384081004075
2006-12-01,147.91287904861784
2006-12-04,149.182684326246
2006-12-05,149.8012554983729
2006-12-06,149.57936350470573
2006-12-07,149.00776217065436
2006-12-08,149.10791050356252
2006-12-11,149.52470033108335
2006-12-12,149.4014719915346
2006-12-13,149.5745045559393
2006-12-14,150.7171673408458
2006-12-15,150.87832247493253
2006-12-18,150.42468561926626
2006-12-19,150.66277410882154
2006-12-20,150.3937773062798
2006-12-21,149.92907284508996
2006-12-22,149.03705083405202
2006-12-25,149.03705083405202
2006-12-26,149.82892451218177
2006-12-27,150.7920761343283
2006-12-28,150.27189867472174
2006-12-29,149.69948751587592
2007-01-01,149.69948751587592
2007-01-02,149.69948751587592
2007-01-03,149.45046639159617
2007-01-04,149.65724165576776
2007-01-05,148.67438429695733
2007-01-08,149.04744358558025
2007-01-09,148.97293970449493
2007-01-10,149.23140878470943
2007-01-11,150.11965161337343
2007-01-12,150.8676597818062
2007-01-15,150.8676597818062
2007-01-16,150.86833463580152
2007-01-17,150.82689860048777
2007-01-18,150.22708836943127
2007-01-19,150.6834246410789
2007-01-22,149.89330558333702
2007-01-23,150.4553239906546
2007-01-24,151.59015846921517
2007-01-25,149.8721151678834
2007-01-26,149.72243255171742
2007-01-29,149.52443038948522
2007-01-30,150.30145727971754
2007-01-31,151.28971347049065
2007-02-01,152.07078948469496
2007-02-02,152.32601926573187
2007-02-05,152.27068123811412
2007-02-06,152.2752702452824
2007-02-07,152.49851194694025
2007-02-08,152.31360195221762
2007-02-09,151.29403253606083
2007-02-12,150.7079893265092
2007-02-13,151.86023503814948
2007-02-14,152.94324072986808
2007-02-15,153.13139002376835
2007-02-16,152.95997710895247
2007-02-19,152.95997710895247
2007-02-20,153.34626353588402
2007-02-21,153.06336474103824
2007-02-22,152.97846810842472
2007-02-23,152.45653602843024
2007-02-26,152.26231304857194
2007-02-27,146.79775030672113
2007-02-28,147.72391992992314
2007-03-01,147.32400145228578
2007-03-02,145.5434666709857
2007-03-05,144.05689829005493
2007-03-06,146.39945147867257
2007-03-07,146.00155756302124
2007-03-08,147.09320138588015
2007-03-09,147.14786455950255
2007-03-12,147.50324267344757
2007-03-13,144.49528344542657
2007-03-14,145.46491366592835
2007-03-15,145.9004644345196
2007-03-16,145.3288631004682
2007-03-19,146.9366352589617
2007-03-20,147.85727107940195
2007-03-21,150.31873354199817
2007-03-22,150.29092955739026
2007-03-23,150.46747136257068
2007-03-26,150.4937906683889
2007-03-27,149.62781802157102
2007-03-28,148.32022092020392
2007-03-29,148.89209219585342
2007-03-30,148.6970593912007
2007-04-02,149.04325949080913
2007-04-03,150.36178922690075
2007-04-04,150.5016189747348
2007-04-05,151.0313793610752
2007-04-06,151.0313793610752
2007-04-09,151.13935600032931
2007-04-10,151.47151913683473
2007-04-11,150.42212117408397
2007-04-12,151.33978763694472
2007-04-13,151.83755994390614
2007-04-16,153.37217792930497
2007-04-17,153.7047459782076
2007-04-18,153.7301204884323
2007-04-19,153.59946875493486
2007-04-20,155.06430683721575
2007-04-23,154.73592288308424
2007-04-24,154.63199536780215
2007-04-25,155.98143341688024
2007-04-26,155.8823648503646
2007-04-27,155.91043877657066
2007-04-30,154.70137035852292
2007-05-01,155.00505465642507
2007-05-02,156.03960583127838
2007-05-03,156.7006928051116
2007-05-04,157.1170777202352
2007-05-07,157.36434422412708
2007-05-08,157.2647357744152
2007-05-09,157.62308324593974
2007-05-10,155.62133132496783
2007-05-11,157.0941326843937
2007-05-14,156.7723622994165
2007-05-15,156.60364880058196
2007-05-16,157.73402924277332
2007-05-17,157.55964697037794
2007-05-18,158.66046880757347
2007-05-21,158.81878955487977
2007-05-22,158.7649362060518
2007-05-23,158.5111911038047
2007-05-24,156.9679349872655
2007-05-25,157.7796493728582
2007-05-28,157.7796493728582
2007-05-29,158.054719861358
2007-05-30,159.2635183378076
2007-05-31,159.2675674617796
2007-06-01,159.92811455241656
2007-06-04,160.12422712346185
2007-06-05,159.3305988249442
2007-06-06,157.82297499935888
2007-06-07,154.90234187833462
2007-06-08,156.64333021550786
2007-06-11,156.93473217069484
2007-06-12,155.24908186113933
2007-06-13,157.59055528336444
2007-06-14,158.33451432782516
2007-06-15,159.36663602829526
2007-06-18,159.13165186711853
2007-06-19,159.41927463993164
2007-06-20,157.068758174169
2007-06-21,158.03946816106333
2007-06-22,156.3293881368766
2007-06-25,155.49499865704053
2007-06-26,154.89559333838122
2007-06-27,156.3366765600262
2007-06-28,156.20103090696327
2007-06-29,155.91880696611287
2007-07-02,157.60472721726651
2007-07-03,158.16890515736918
2007-07-04,158.16890515736918
2007-07-05,158.11788619532163
2007-07-06,158.69866554370958
2007-07-09,158.83633575875857
2007-07-10,156.45491098000946
2007-07-11,157.38013580761802
2007-07-12,160.3795918752978
2007-07-13,160.63212224035328
2007-07-16,160.50754419281387
2007-07-17,160.44194838446703
2007-07-18,160.12949098462548
2007-07-19,160.7421234415934
2007-07-20,158.76399141045835
2007-07-23,159.48352074028782
2007-07-24,156.4248124918174
2007-07-25,157.01274529255593
2007-07-26,153.4827190137414
2007-07-27,150.83121766605794
2007-07-30,152.30482885027823
2007-07-31,150.2068427495711
2007-08-01,151.43588684588087
2007-08-02,152.10790645443856
2007-08-03,147.98333380573112
2007-08-06,151.33411886338388
2007-08-07,152.46476924717336
2007-08-08,154.64117338213876
2007-08-09,150.38716373712546
2007-08-10,150.08631382600373
2007-08-13,150.13179898528952
2007-08-14,147.2847249497571
2007-08-15,145.39405399641788
2007-08-16,146.1100740854716
2007-08-17,149.15312572125018
2007-08-20,149.13719916696022
2007-08-21,149.35787642343578
2007-08-22,151.1311227815862
2007-08-23,150.97874074943886
2007-08-24,152.65791246063912
2007-08-27,151.37339536591256
2007-08-28,147.977125148974
2007-08-29,150.92245792622765
2007-08-30,150.33506500868535
2007-08-31,151.65197509518813
2007-09-03,151.65197509518813
2007-09-04,153.53886686615348
2007-09-05,151.66452737950144
2007-09-06,152.36151658588665
2007-09-07,149.969024201614
2007-09-10,149.5641118044111
2007-09-11,151.60689484829953
2007-09-12,151.63226935852427
2007-09-13,152.78923904813192
2007-09-14,152.83445426581957
2007-09-17,152.0999431772936
2007-09-18,156.36029644986306
2007-09-19,157.31980386043477
2007-09-20,156.14731252893435
2007-09-21,156.77479177379973
2007-09-24,156.16148446283646
2007-09-25,156.18429452787888
2007-09-26,156.82095178708084
2007-09-27,157.4569341922875
2007-09-28,156.97157919884032
2007-10-01,158.9904724112938
2007-10-02,158.8858700420164
2007-10-03,158.21695476183726
2007-10-04,158.47960793682284
2007-10-05,160.07158851182547
2007-10-08,159.57543585445288
2007-10-09,160.83160908137523
2007-10-10,160.3544873066712
2007-10-11,159.72592829541327
2007-10-12,160.4630038291216
2007-10-15,159.06173699320152
2007-10-16,157.93756520776728
2007-10-17,158.22937207535148
2007-10-18,157.8457850644013
2007-10-19,153.88007304619643
2007-10-22,154.37366125838673
2007-10-23,155.7743882111105
2007-10-24,155.30280023916822
2007-10-25,155.15689680537614
2007-10-26,157.30738654692055
2007-10-29,157.8299934809104
2007-10-30,156.75171176715915
2007-10-31,158.48082267401446
2007-11-01,154.35571014211072
2007-11-02,154.73632779548143
2007-11-05,153.66789895006215
2007-11-06,155.6272700401268
2007-11-07,151.16378571496057
2007-11-08,150.7004309617614
2007-11-09,148.5974509414888
2007-11-12,147.13652701238084
2007-11-13,151.46166626850282
2007-11-14,150.30469657889515
2007-11-15,148.5766654384324
2007-11-16,149.09846254762783
2007-11-19,146.62269318033043
2007-11-20,147.18727603283028
2007-11-21,144.7572617664168
2007-11-22,144.7572617664168
2007-11-23,147.2022577915268
2007-11-26,143.6510410972586
2007-11-27,145.89007168299136
2007-11-28,150.18943151649137
2007-11-29,150.1610876486872
2007-11-30,151.42954321832468
2007-12-03,150.41105356856045
2007-12-04,149.41038006427308
2007-12-05,151.65615918995925
2007-12-06,153.9923687510207
2007-12-07,153.50822849476512
2007-12-10,154.9224525273957
2007-12-11,150.98670402658385
2007-12-12,151.98616279367957
2007-12-13,151.85807550536438
2007-12-14,149.82703492099483
2007-12-17,147.5573659638737
2007-12-18,148.3427610436482
2007-12-19,148.21669831731901
2007-12-20,149.06323516907116
2007-12-21,151.56275939700444
2007-12-24,152.78694454454777
2007-12-25,152.78694454454777
2007-12-26,152.89694574578786
2007-12-27,150.81785555695024
2007-12-28,150.66115445923273
2007-12-31,149.288501432715
2008-01-01,149.288501432715
2008-01-02,147.48056757920423
2008-01-03,147.38757269864664
2008-01-04,143.73053889790944
2008-01-07,144.24477764235706
2008-01-08,141.5012262097095
2008-01-09,143.39648617021706
2008-01-10,144.3356129901296
2008-01-11,142.6676438552519
2008-01-14,144.04002694017146
2008-01-15,140.47612299079094
2008-01-16,139.57721746900057
2008-01-17,135.5186455410372
2008-01-18,134.7672631026277
2008-01-21,134.7672631026277
2008-01-22,132.9720165042293
2008-01-23,135.8190905397617
2008-01-24,137.09874868572183
2008-01-25,135.00467673818767
2008-01-28,137.3244198617629
2008-01-29,138.0342312940595
2008-01-30,136.97794982055632
2008-01-31,139.22183935505552
2008-02-01,141.40985097874074
2008-02-04,140.0489404117419
2008-02-05,135.61137047999662
2008-02-06,134.66063617136433
2008-02-07,135.56183619673882
2008-02-08,134.8346135313625
2008-02-11,135.62540744309968
2008-02-12,136.76685549081452
2008-02-13,138.34938810988243
2008-02-14,136.72703910508957
2008-02-15,136.77778812553905
2008-02-18,136.77778812553905
2008-02-19,136.8004632197824
2008-02-20,137.7283874633723
2008-02-21,136.11238208613565
2008-02-22,137.24451714871486
2008-02-25,138.9606708588597
2008-02-26,139.98779863976426
2008-02-27,139.74876535461553
2008-02-28,138.6245935691813
2008-02-29,135.09578202755833
2008-03-03,134.88603740580726
2008-03-04,134.44994675401975
2008-03-05,135.18067866017188
2008-03-06,132.19903873796903
2008-03-07,131.00549196181404
2008-03-10,129.28812351447763
2008-03-11,133.7560618760131
2008-03-12,132.70882344604743
2008-03-13,133.18756487034028
2008-03-14,130.4400992845198
2008-03-17,129.2603195298697
2008-03-18,134.58910164785848
2008-03-19,131.18257365019076
2008-03-20,134.35330766188733
2008-03-21,134.35330766188733
2008-03-24,136.74822952054322
2008-03-25,136.93570396044814
2008-03-26,135.7070647765356
2008-03-27,134.38570065366358
2008-03-28,133.2866334368559
2008-03-31,133.70868712554037
2008-04-01,138.7453924343468
2008-04-02,138.54725530131554
2008-04-03,138.63485134991043
2008-04-04,138.80275502395057
2008-04-07,138.9384006770135
2008-04-08,138.43684918767823
2008-04-09,137.26179341099552
2008-04-10,137.67142978616576
2008-04-11,135.08188003525436
2008-04-14,134.51864689074517
2008-04-15,135.25666722004692
2008-04-16,138.03679573924182
2008-04-17,138.1801347278516
2008-04-18,140.80504682811872
2008-04-21,140.60299554191448
2008-04-22,139.49110609919543
2008-04-23,139.74201681466215
2008-04-24,140.64227204444316
2008-04-25,141.55575441253282
2008-04-28,141.36058663708107
2008-04-29,140.79519395978676
2008-04-30,140.1098122421214
2008-05-01,142.5917902661759
2008-05-02,143.09307181391304
2008-05-05,142.39068377556515
2008-05-06,143.49919894830754
2008-05-07,140.9301647588544
2008-05-08,141.39243974566102
2008-05-09,140.48530100512752
2008-05-12,142.04394379276042
2008-05-13,141.9744338312406
2008-05-14,142.56871025953535
2008-05-15,144.07417455233556
2008-05-16,144.20131704505727
2008-05-19,144.33939217250347
2008-05-20,143.20644728512985
2008-05-21,140.64659111001333
2008-05-22,140.93704826960686
2008-05-23,139.1507097439469
2008-05-26,139.1507097439469
2008-05-27,140.10333364376618
2008-05-28,140.65860351113037
2008-05-29,141.40890618314725
2008-05-30,141.6233747828657
2008-06-02,140.11872031485984
2008-06-03,139.36261389848306
2008-06-04,139.26597480635064
2008-06-05,141.9790228384089
2008-06-06,137.5336246003177
2008-06-09,137.8254314679019
2008-06-10,137.1817557271484
2008-06-11,135.14450648602173
2008-06-12,135.5607564303463
2008-06-13,137.54428729344406
2008-06-16,137.54955115460768
2008-06-17,136.57114783216647
2008-06-18,135.3777360268106
2008-06-19,135.7262306300032
2008-06-20,133.25518524067317
2008-06-23,133.3029649035431
2008-06-24,132.79830908582926
2008-06-25,133.62014628135202
2008-06-26,129.77469324511642
2008-06-27,129.36343722035735
2008-06-30,129.26126432546317
2008-07-01,129.87025257085628
2008-07-02,127.48464369733608
2008-07-03,127.62406853277292
2008-07-04,127.62406853277292
2008-07-07,126.48626469663289
2008-07-08,128.7208412459964
2008-07-09,125.84177913108499
2008-07-10,126.71841447102918
2008-07-11,125.3340189849926
2008-07-14,124.09809137793037
2008-07-15,122.68535202408957
2008-07-16,125.73312763783555
2008-07-17,127.27058001001481
2008-07-18,127.12953552498915
2008-07-21,127.25411357252858
2008-07-22,128.9259968605792
2008-07-23,129.52769668282266
2008-07-24,126.56400787689581
2008-07-25,126.82544631468981
2008-07-28,124.69007330264094
2008-07-29,127.44010333364375
2008-07-30,129.6375629132637
2008-07-31,127.90602253202519
2008-08-01,127.24250608380876
2008-08-04,126.08945054737406
2008-08-05,129.55914487900543
2008-08-06,130.14586294255238
2008-08-07,127.97850185112449
2008-08-08,130.70032298512214
2008-08-11,131.7582241082142
2008-08-12,130.32942322928434
2008-08-13,129.8868539791416
2008-08-14,130.56440739046104
2008-08-15,131.12291655700287
2008-08-18,129.3525045856329
2008-08-19,128.02236736082148
2008-08-20,128.71476756003838
2008-08-21,128.90872059829854
2008-08-22,130.48153531983354
2008-08-25,128.04045344789654
2008-08-26,128.3769356499721
2008-08-27,129.3261852798147
2008-08-28,131.22724898468215
2008-08-29,129.55307119304737
2008-09-01,129.55307119304737
2008-09-02,128.9960467052953
2008-09-03,128.81586068854003
2008-09-04,124.91277512110256
2008-09-05,125.45589761655064
2008-09-08,128.10361978186017
2008-09-09,123.65930131016154
2008-09-10,124.37883063999102
2008-09-11,126.31809108099463
2008-09-12,126.52054727959606
2008-09-15,121.00847481647344
2008-09-16,122.51731337925038
2008-09-17,117.20580752354228
2008-09-18,121.63136505417052
2008-09-19,126.35723261272422
2008-09-22,122.04005663374728
2008-09-23,119.90657321288538
2008-09-24,120.13264930132365
2008-09-25,122.63028393806998
2008-09-26,122.88335418632177
2008-09-29,113.97028752829326
2008-09-30,118.26154911384921
2008-10-01,117.56577464465563
2008-10-02,112.86082755995739
2008-10-03,111.75271729961223
2008-10-06,107.65081974514811
2008-10-07,101.18585344060811
2008-10-08,99.62775053617149
2008-10-09,93.05426770918112
2008-10-10,91.53341674528714
2008-10-13,101.97367799476582
2008-10-14,100.95694296538942
2008-10-15,91.70388486450956
2008-10-16,95.31246414838148
2008-10-17,95.05696442574649
2008-10-20,99.41611632323347
2008-10-21,96.16709924807766
2008-10-22,91.04239297827914
2008-10-23,91.63882893935897
2008-10-24,87.86706995941428
2008-10-27,85.24391247953504
2008-10-28,94.76407779176975
2008-10-29,93.28844204556344
2008-10-30,96.42259897071268
2008-10-31,97.890271439774
2008-11-03,97.35011830190537
2008-11-04,101.10473599036848
2008-11-05,96.00891347157041
2008-11-06,91.12324048692064
2008-11-07,93.73452053648191
2008-11-10,92.81793384001371
2008-11-11,90.46930696543802
2008-11-12,86.09220395167505
2008-11-13,91.88204631927881
2008-11-14,87.7952654943103
2008-11-17,85.79580807692255
2008-11-18,86.55177952250031
2008-11-19,81.59403213114842
2008-11-20,75.83347842694232
2008-11-21,80.56933382462704
2008-11-24,85.2194827649038
2008-11-25,86.29358038388393
2008-11-26,89.40479227319167
2008-11-27,89.40479227319167
2008-11-28,90.26685076683658
2008-12-01,82.31599093536113
2008-12-02,85.60374462984933
2008-12-03,87.81551111417045
2008-12-04,85.24175294674997
2008-12-05,88.35296483605772
2008-12-08,91.54205487642747
2008-12-09,89.66123679142017
2008-12-10,90.57269459752382
2008-12-11,88.22555240173787
2008-12-12,88.762736182027
2008-12-15,87.84992866793269
2008-12-16,92.23189063046209
2008-12-17,91.18573196688897
2008-12-18,89.36835015744342
2008-12-19,88.84884755183215
2008-12-22,87.61507947755503
2008-12-23,86.73965887480243
2008-12-24,87.24121036413771
2008-12-25,87.24121036413771
2008-12-26,87.70321540934619
2008-12-29,87.56824461027857
2008-12-30,89.5110142920579
2008-12-31,90.66703918607207
2009-01-01,90.66703918607207
2009-01-02,93.65812706420965
2009-01-05,93.50561006126324
2009-01-06,94.07221747574911
2009-01-07,91.22608823581018
2009-01-08,91.4786186008657
2009-01-09,89.49940680333808
2009-01-12,87.41910187730883
2009-01-13,87.47902891209486
2009-01-14,84.67433570746968
2009-01-15,84.8456136514865
2009-01-16,85.5108847200908
2009-01-19,85.5108847200908
2009-01-20,80.91863825261404
2009-01-21,84.47160956727011
2009-01-22,83.11569291983679
2009-01-23,83.36781837249511
2009-01-26,84.00231609891199
2009-01-27,84.9318599920907
2009-01-28,87.8689595506012
2009-01-29,84.94333251001146
2009-01-30,83.09382765038784
2009-02-02,82.88745729861344
2009-02-03,84.1548331018584
2009-02-04,83.72711063961312
2009-02-05,84.92119729896436
2009-02-06,87.33690466067665
2009-02-09,87.51506611544592
2009-02-10,83.35810047496224
2009-02-11,83.87760308057352
2009-02-12,83.954401465243
2009-02-13,83.13728824768761
2009-02-16,83.13728824768761
2009-02-17,79.50549398637604
2009-02-18,79.29574936462495
2009-02-19,78.50131124131295
2009-02-20,77.58836875641954
2009-02-23,74.89381172383355
2009-02-24,77.72927827064613
2009-02-25,77.15362781262274
2009-02-26,75.84076685009198
2009-02-27,74.18265058354625
2009-03-02,70.8730316196091
2009-03-03,70.15201761098986
2009-03-04,71.8075694323533
2009-03-05,68.90731690198825
2009-03-06,69.01880278201811
2009-03-09,68.16794686469582
2009-03-10,72.41318340776974
2009-03-11,72.7913715867572
2009-03-12,75.70836049620664
2009-03-13,76.3116799680389
2009-03-16,76.23596134976196
2009-03-17,78.43585040376514
2009-03-18,80.04186794187078
2009-03-19,79.08573480127575
2009-03-20,77.34461149330342
2009-03-23,83.080195599682
2009-03-24,81.30964865751295
2009-03-25,82.06481027829628
2009-03-26,83.9234931522565
2009-03-27,82.43935424570893
2009-03-30,79.4531253163378
2009-03-31,80.25714636638362
2009-04-01,81.7287329886179
2009-04-02,84.20760668429385
2009-04-03,85.0131124131294
2009-04-06,84.23932482207474
2009-04-07,82.2989846146786
2009-04-08,83.22043025991326
2009-04-09,86.52667495387372
2009-04-10,86.52667495387372
2009-04-13,86.57769391592129
2009-04-14,85.0114927635406
2009-04-15,85.96519642975241
2009-04-16,87.19505035085659
2009-04-17,87.76597683091262
2009-04-20,84.17912784569059
2009-04-21,85.81942796675939
2009-04-22,85.1965377290623
2009-04-23,86.01405585901489
2009-04-24,87.4585133506366
2009-04-27,86.51898161832688
2009-04-28,86.25308914416365
2009-04-29,88.11406652170803
2009-04-30,88.17034934491923
2009-05-01,88.65705404635705
2009-05-04,91.65502543524708
2009-05-05,91.3343348166624
2009-05-06,92.8991862610524
2009-05-07,91.67392134711655
2009-05-08,93.79498745446422
2009-05-11,92.04441619055717
2009-05-12,91.68161468266341
2009-05-13,89.57782483759638
2009-05-14,90.1471316680636
2009-05-15,89.44339392172502
2009-05-18,92.02700495747744
2009-05-19,91.90512632591938
2009-05-20,91.2852054458018
2009-05-21,89.98638144637408
2009-05-22,89.76205997832368
2009-05-25,89.76205997832368
2009-05-26,92.04401127815996
2009-05-27,90.4443373676105
2009-05-28,91.6654181867753
2009-05-29,93.5083094772446
2009-06-01,95.49278513593582
2009-06-02,95.66716740833121
2009-06-03,94.39884680949277
2009-06-04,95.3603787820505
2009-06-05,95.35808427846634
2009-06-08,95.01120932486256
2009-06-09,95.44810980144446
2009-06-10,95.20637710031433
2009-06-11,95.65205067883564
2009-06-12,95.80456768178203
2009-06-15,93.640850801929
2009-06-16,92.35646867800152
2009-06-17,92.20395167505508
2009-06-18,92.84938203619645
2009-06-19,93.11041556159326
2009-06-22,90.48550346132615
2009-06-23,90.48806790650842
2009-06-24,91.2668494171286
2009-06-25,93.27265046207252
2009-06-26,92.96734651458156
2009-06-29,93.8851479482414
2009-06-30,93.11810889714009
2009-07-01,93.51235860121662
2009-07-02,90.9500729517169
2009-07-03,90.9500729517169
2009-07-06,90.96073564484323
2009-07-07,89.16940319961776
2009-07-08,89.07384387387788
2009-07-09,89.27306077330168
2009-07-10,89.04226070689606
2009-07-13,91.25348730802091
2009-07-14,91.81523577374034
2009-07-15,94.47443045697062
2009-07-16,95.33028029385842
2009-07-17,95.3436424029661
2009-07-20,96.32407028739333
2009-07-21,96.79876258771414
2009-07-22,96.76987883671366
2009-07-23,98.9485774752632
2009-07-24,99.35119536888193
2009-07-27,99.65474469598502
2009-07-28,99.35740402563906
2009-07-29,98.9257674102208
2009-07-30,99.9912268980606
2009-07-31,100.13186647068906
2009-08-03,101.76892729258024
2009-08-04,102.0684274957113
2009-08-05,101.72708634486926
2009-08-06,101.18477367421556
2009-08-07,102.47320492211509
2009-08-10,102.35065143656168
2009-08-11,100.98690648278243
2009-08-12,102.12417043572621
2009-08-13,102.97259687866529
2009-08-14,102.14779032556305
2009-08-17,99.51572477294536
2009-08-18,100.46443451959168
2009-08-19,101.29383007986222
2009-08-20,102.33971880183721
2009-08-21,104.34295540159886
2009-08-24,104.36698020383288
2009-08-25,104.48804901059654
2009-08-26,104.48804901059654
2009-08-27,104.79294804569031
2009-08-28,104.71061585825908
2009-08-31,103.83452040151113
2009-09-01,101.4356843896823
2009-09-02,101.10460101956942
2009-09-03,101.93804570381198
2009-09-04,103.3744049474896
2009-09-07,103.3744049474896
2009-09-08,104.26966625770513
2009-09-09,105.12551609459292
2009-09-10,106.08070443959447
2009-09-11,106.0923119283143
2009-09-14,106.67336121830043
2009-09-15,107.08974613342403
2009-09-16,108.66755477452452
2009-09-17,108.5489154421441
2009-09-18,108.59629019261683
2009-09-21,108.29112121592492
2009-09-22,108.96233099968822
2009-09-23,108.0807017401785
2009-09-24,106.84531401631257
2009-09-25,106.35968908126728
2009-09-28,108.13698456338969
2009-09-29,107.89538683305867
2009-09-30,107.42622833549962
2009-10-01,104.76703365226932
2009-10-02,104.29949480429907
2009-10-05,105.82439489216506
2009-10-06,107.37480446105485
2009-10-07,107.59723633791829
2009-10-08,108.51895192475108
2009-10-09,109.08893360921364
2009-10-12,109.5822518798058
2009-10-13,109.34659286463373
2009-10-14,111.26034382461354
2009-10-15,111.61599188015671
2009-10-16,110.79590930502185
2009-10-19,111.66701084220428
2009-10-20,111.23618405158044
2009-10-21,110.11039261655739
2009-10-22,111.2075702421781
2009-10-23,110.00781480926602
2009-10-26,108.75866006389518
2009-10-27,108.25859325334963
2009-10-28,106.19313511521781
2009-10-29,108.48439940018974
2009-10-30,105.41610822498552
2009-11-02,106.10472924182852
2009-11-03,106.435002787147
2009-11-04,106.69590134174472
2009-11-05,108.66998424890775
2009-11-06,108.95841684651526
2009-11-09,111.49546295658934
2009-11-10,111.5051808541222
2009-11-11,112.07772698376705
2009-11-12,110.97380081819297
2009-11-13,111.52367185359446
2009-11-16,113.1560086975183
2009-11-17,113.23915070974392
2009-11-18,113.21242649152853
2009-11-19,111.798202458898
2009-11-20,111.42041919230775
2009-11-23,112.7732315113625
2009-11-24,112.85934288116763
2009-11-25,113.33592477267543
2009-11-26,113.33592477267543
2009-11-27,111.42446831627977
2009-11-30,111.83923358181455
2009-12-01,113.14183676361618
2009-12-02,113.21701549869685
2009-12-03,112.29934903583607
2009-12-04,112.96219063005717
2009-12-07,112.73274027164221
2009-12-08,111.49627278138372
2009-12-09,111.91076810532041
2009-12-10,112.58265274307901
2009-12-11,113.09810622471828
2009-12-14,113.8204699413282
2009-12-15,113.28328616103906
2009-12-16,113.47980364448149
2009-12-17,112.06976370662207
2009-12-18,112.70426143303895
2009-12-21,113.80845754021118
2009-12-22,114.29867148242477
2009-12-23,114.52285797967608
2009-12-24,115.14196903499926
2009-12-25,115.14196903499926
2009-12-28,115.3052837018711
2009-12-29,115.18448483670556
2009-12-30,115.06152643875495
2009-12-31,113.97447162306433
2010-01-01,113.97447162306433
2010-01-04,115.84017297857608
2010-01-05,116.18623810738544
2010-01-06,116.25790760169036
2010-01-07,116.76121371141352
2010-01-08,117.13710738681687
2010-01-11,117.30676568124485
2010-01-12,116.24373566778827
2010-01-13,117.17800353893435
2010-01-14,117.47628900487379
2010-01-15,116.21633659557753
2010-01-18,116.21633659557753
2010-01-19,117.63609443096985
2010-01-20,116.44416730440368
2010-01-21,114.16410559575434
2010-01-22,111.64244615677397
2010-01-25,112.21472234482069
2010-01-26,111.70871681911618
2010-01-27,112.25656329253167
2010-01-28,110.97245111020231
2010-01-29,109.71857238686408
2010-02-01,111.41610012673758
2010-02-02,112.78051993451217
2010-02-03,112.26830575205054
2010-02-04,108.78646404850309
2010-02-05,108.9940491374691
2010-02-08,108.22080142961067
2010-02-09,109.53838637010882
2010-02-10,109.32418771198851
2010-02-11,110.44849446822181
2010-02-12,110.40827317009962
2010-02-15,110.40827317009962
2010-02-16,112.12982571220715
2010-02-17,112.70210190025387
2010-02-18,113.35603542173651
2010-02-19,113.59763315206752
2010-02-22,113.60519151681532
2010-02-23,112.28355745234518
2010-02-24,113.23523655657097
2010-02-25,113.06571323294203
